token	freq_train	freq_val	freq_test	freq_all
lantik	1	0	0	1
laudya	1	0	0	1
lautan	1	0	0	1
layana	1	0	0	1
lazana	1	0	0	1
lebihm	1	0	0	1
lekang	1	0	0	1
lekker	1	0	0	1
lelang	1	0	0	1
lemang	1	0	0	1
luxton	1	0	0	1
mabrur	1	0	0	1
madani	1	0	0	1
marvel	1	0	0	1
masaka	1	0	0	1
masala	1	0	0	1
masang	1	0	0	1
maslah	1	0	0	1
massal	1	1	0	2
master	1	0	0	1
mateng	1	2	0	3
materi	1	0	0	1
matkul	1	0	0	1
maulah	1	0	0	1
mbabro	1	0	0	1
mekkah	1	0	0	1
melaju	1	0	0	1
melani	1	0	0	1
melati	1	0	0	1
mellow	1	0	0	1
melody	1	0	0	1
melong	1	0	0	1
melonn	1	0	0	1
memadu	1	0	0	1
memamg	1	0	0	1
maryam	1	0	0	1
martin	1	0	0	1
madiun	1	1	0	2
maroef	1	0	0	1
madrid	1	1	2	4
magang	1	1	0	2
magnet	1	0	0	1
magnum	1	0	0	1
mahfud	1	0	0	1
maidah	1	0	0	1
majene	1	0	0	1
makeup	1	0	0	1
makruf	1	0	0	1
makyus	1	1	0	2
manado	1	1	0	2
manage	1	0	0	1
mandat	1	0	0	1
mangap	1	0	0	1
maniak	1	0	0	1
manjur	1	0	0	1
manner	1	1	0	2
mantau	1	0	0	1
manusl	1	0	0	1
manyar	1	0	0	1
mapple	1	0	0	1
kuring	1	0	0	1
kunyuk	1	0	0	1
jokoer	1	0	0	1
kecina	1	0	0	1
kapten	1	1	0	2
karcis	1	0	0	1
karimi	1	0	0	1
karina	1	0	0	1
karuan	1	0	0	1
karubi	1	0	0	1
katrok	1	0	0	1
kaulah	1	0	0	1
kebuli	1	0	0	1
kecapi	1	0	0	1
kecium	1	0	0	1
kultur	1	0	0	1
kehati	1	0	0	1
kejadi	1	0	0	1
keladi	1	0	0	1
kelola	1	0	1	2
keluat	1	0	0	1
kemayu	1	0	0	1
kempen	1	0	0	1
kempes	1	0	0	1
kencan	1	0	0	1
kendor	1	0	0	1
kanwil	1	0	0	1
kantuk	1	0	0	1
kanker	1	0	0	1
kandas	1	0	0	1
jokowo	1	0	0	1
jontor	1	0	0	1
juakan	1	0	0	1
jumper	1	0	0	1
junior	1	0	0	1
jurang	1	0	0	1
jurkam	1	0	0	1
justin	1	0	0	1
kabita	1	1	0	2
kacung	1	1	0	2
kadung	1	0	0	1
kajian	1	0	0	1
kalbar	1	2	0	3
kaleyo	1	0	0	1
kaling	1	0	0	1
kalori	1	0	0	1
kalung	1	0	0	1
kambuh	1	0	0	1
kamila	1	0	0	1
kampun	1	0	0	1
kanada	1	0	0	1
kendur	1	0	0	1
kening	1	0	0	1
kenken	1	0	0	1
kohesi	1	0	0	1
kolera	1	0	0	1
kolmas	1	0	0	1
kombes	1	0	0	1
komite	1	0	0	1
kompol	1	0	0	1
kongsi	1	0	0	1
konsul	1	0	0	1
kontan	1	0	0	1
kontes	1	0	0	1
kontol	1	1	0	2
kontor	1	0	0	1
kontra	1	1	0	2
kopong	1	0	0	1
kopral	1	0	0	1
kostan	1	0	0	1
kripik	1	0	0	1
kroket	1	4	0	5
ktp-el	1	0	0	1
kuarsa	1	0	0	1
kuchen	1	0	0	1
kudeta	1	0	0	1
kolang	1	0	0	1
kocoka	1	0	0	1
kepake	1	1	0	2
klinik	1	0	1	2
keping	1	0	0	1
kepris	1	0	0	1
kerana	1	0	0	1
kerdil	1	0	0	1
kerena	1	1	0	2
kerjaa	1	0	0	1
keruan	1	0	0	1
kesana	1	0	0	1
ketang	1	0	0	1
ketiwi	1	0	0	1
khatam	1	0	0	1
khilaf	1	0	0	1
khitan	1	0	0	1
kichen	1	0	0	1
kidang	1	1	0	2
kiemas	1	0	0	1
killer	1	1	0	2
kimono	1	0	0	1
kitchn	1	0	0	1
kitkat	1	0	0	1
klaton	1	0	0	1
disewa	1	0	0	1
disapu	1	0	0	1
diraba	1	0	0	1
ajudan	1	0	0	1
adlaha	1	0	0	1
aduhay	1	0	0	1
afarat	1	0	0	1
agamis	1	0	0	1
agatha	1	0	0	1
agihan	1	0	0	1
ahahha	1	0	0	1
aierra	1	0	0	1
aishah	1	0	0	1
ajiibb	1	0	0	1
akhlak	1	0	1	2
25.455	1	0	0	1
akhlaq	1	0	0	1
aktris	1	0	0	1
akulah	1	0	0	1
aladin	1	0	0	1
alamak	1	0	0	1
alexia	1	0	0	1
alexis	1	0	0	1
alfian	1	0	0	1
aliano	1	0	0	1
alipay	1	0	0	1
adegan	1	0	0	1
acungi	1	0	0	1
action	1	0	0	1
abiiis	1	0	0	1
29.000	1	0	0	1
2susun	1	0	0	1
39.000	1	0	0	1
40,000	1	0	0	1
40.500	1	0	0	1
44.545	1	0	0	1
45,000	1	0	0	1
45.000	1	0	0	1
47.273	1	0	0	1
49.000	1	0	0	1
50,000	1	0	0	1
52.500	1	0	0	1
55,000	1	0	0	1
58.000	1	0	0	1
6000an	1	0	0	1
75.000	1	0	0	1
77.000	1	0	0	1
80.000	1	0	0	1
90.000	1	0	0	1
a-emas	1	0	0	1
abalon	1	0	0	1
alpian	1	0	0	1
amalan	1	0	0	1
amanat	1	0	1	2
arifin	1	0	0	1
aroman	1	0	0	1
asmara	1	0	0	1
asrian	1	0	0	1
asumsi	1	1	0	2
asupan	1	0	0	1
asylum	1	0	0	1
atensi	1	0	0	1
aurora	1	0	0	1
austin	1	0	0	1
auvers	1	0	0	1
backup	1	0	0	1
badrut	1	0	0	1
bajing	1	0	0	1
bakmio	1	0	0	1
bakrie	1	0	0	1
baktau	1	0	0	1
balaca	1	0	0	1
balibu	1	0	0	1
baligo	1	0	0	1
bandit	1	0	0	1
bandng	1	0	0	1
armida	1	0	0	1
aqobah	1	0	0	1
amatir	1	0	0	1
aqidah	1	0	0	1
ambisi	1	0	0	1
ambook	1	0	0	1
amplop	1	0	0	1
analis	1	0	0	1
andika	1	0	0	1
andong	1	1	0	2
andrea	1	1	0	2
anemia	1	0	0	1
anggir	1	0	0	1
angina	1	0	0	1
angkut	1	0	0	1
aniaya	1	0	0	1
anisha	1	0	0	1
anneka	1	0	0	1
anonim	1	0	0	1
anteng	1	0	0	1
antimo	1	0	0	1
anting	1	0	0	1
antiti	1	0	0	1
apatis	1	0	0	1
aprkir	1	0	0	1
27.500	1	0	0	1
22.000	1	0	0	1
dipres	1	0	0	1
undakan	1	0	0	1
trinity	1	0	0	1
trouble	1	0	0	1
tulalit	1	0	0	1
tumbila	1	0	0	1
ubegebe	1	0	0	1
ucapkan	1	0	0	1
udarang	1	0	0	1
udayana	1	0	0	1
uenaaak	1	0	0	1
umpatan	1	0	0	1
ungguli	1	0	0	1
21.818	1	0	0	1
uruslah	1	0	0	1
usahlah	1	0	0	1
usulkan	1	0	0	1
usungan	1	0	0	1
vallley	1	0	0	1
vannila	1	0	0	1
vertigo	1	0	0	1
village	1	0	0	1
visited	1	0	0	1
vokalis	1	0	0	1
triniti	1	0	0	1
transit	1	1	0	2
trakhir	1	0	0	1
trainee	1	0	0	1
terurus	1	0	0	1
terusir	1	0	0	1
teryaka	1	0	0	1
tesedia	1	0	0	1
tetelan	1	2	0	3
tetesan	1	0	0	1
teutama	1	0	0	1
theatau	1	0	0	1
thelema	1	0	0	1
thender	1	0	0	1
tim-tim	1	0	0	1
timuran	1	0	0	1
titipan	1	0	0	1
titisan	1	0	0	1
toillet	1	0	0	1
tojokan	1	0	0	1
toloong	1	0	0	1
tonight	1	0	1	2
totally	1	0	0	1
tragedi	1	1	0	2
trailer	1	0	0	1
vulkano	1	0	0	1
wacabup	1	0	0	1
waffles	1	0	0	1
yasonna	1	0	0	1
zaadith	1	0	0	1
zakatin	1	0	0	1
ze520kl	1	0	0	1
zwitsal	1	0	0	1
10,000	1	0	0	1
102,36	1	0	0	1
115000	1	0	0	1
12.500	1	0	0	1
13,500	1	0	0	1
13.000	1	0	0	1
14.000	1	0	0	1
17.500	1	0	0	1
18.000	1	0	0	1
1800an	1	0	0	1
19.500	1	0	0	1
1920an	1	0	0	1
1970an	1	0	0	1
1978an	1	0	0	1
1990an	1	0	0	1
2007an	1	0	0	1
21,000	1	0	0	1
yougurt	1	0	0	1
yaallah	1	0	0	1
wahabbi	1	0	0	1
xpresso	1	0	0	1
waiting	1	0	0	1
waitres	1	0	0	1
wannabe	1	0	0	1
warorng	1	0	0	1
was-was	1	0	0	1
waskita	1	0	0	1
wattpad	1	0	1	2
weddang	1	0	0	1
weeding	1	0	0	1
wekeend	1	0	0	1
wekkend	1	0	0	1
westhof	1	0	0	1
whipped	1	0	0	1
wijilan	1	0	0	1
william	1	0	0	1
winarno	1	0	1	2
windows	1	0	0	1
wiranto	1	0	0	1
without	1	0	0	1
woowwww	1	0	0	1
wueenak	1	0	0	1
banged	1	0	0	1
banger	1	0	0	1
banjar	1	0	1	2
cooler	1	0	0	1
cnblue	1	0	0	1
cobaaa	1	0	0	1
coccok	1	0	0	1
coding	1	0	1	2
coffie	1	0	0	1
colors	1	0	0	1
combro	1	0	0	1
condet	1	0	0	1
conggo	1	0	0	1
cooker	1	0	0	1
corong	1	0	0	1
bantat	1	0	0	1
coupel	1	0	0	1
couple	1	0	0	1
cracky	1	0	0	1
credit	1	0	0	1
creeme	1	0	0	1
cremes	1	0	0	1
crepes	1	0	0	1
crowne	1	0	0	1
cukong	1	0	0	1
cumbui	1	0	0	1
closet	1	0	0	1
client	1	0	1	2
classy	1	0	0	1
clasic	1	0	0	1
chalid	1	0	0	1
charli	1	0	0	1
charta	1	0	0	1
chasan	1	0	0	1
chasau	1	0	0	1
chasiw	1	0	0	1
cheess	1	0	0	1
chemex	1	0	0	1
chessy	1	0	0	1
chiong	1	0	0	1
ciamis	1	0	0	1
cideng	1	0	0	1
cikole	1	0	0	1
cilaka	1	0	0	1
cilaki	1	0	0	1
cimory	1	0	0	1
cingur	1	0	0	1
ciplak	1	0	0	1
circus	1	0	0	1
cirebn	1	0	0	1
cisauk	1	0	0	1
dablek	1	0	0	1
dagang	1	1	0	2
dahsat	1	0	0	1
dibela	1	1	0	2
dibwah	1	0	0	1
dicaci	1	0	0	1
dicuci	1	0	0	1
didieh	1	0	0	1
didiri	1	0	0	1
digril	1	0	0	1
dihati	1	0	0	1
dijomb	1	0	0	1
dikaji	1	0	0	1
dikala	1	1	0	2
dilema	1	0	0	1
diliga	1	0	0	1
dimasa	1	0	0	1
dimenu	1	0	0	1
dinata	1	0	0	1
dinkes	1	0	0	1
dinoyo	1	0	0	1
dipagi	1	0	0	1
dipang	1	0	0	1
dipeti	1	0	0	1
dipoin	1	0	0	1
diburu	1	0	0	1
dibali	1	0	0	1
daring	1	0	0	1
diawal	1	0	0	1
dasuki	1	0	0	1
debgan	1	0	0	1
decide	1	0	0	1
decker	1	0	0	1
degung	1	0	0	1
deisti	1	0	0	1
dejava	1	0	0	1
dekade	1	0	0	1
dekaqt	1	0	0	1
delayg	1	0	0	1
demgan	1	0	0	1
denger	1	0	0	1
dengna	1	0	0	1
denyut	1	0	0	1
device	1	0	0	1
devisa	1	0	0	1
dhises	1	0	0	1
dholim	1	0	0	1
di-gya	1	0	0	1
diakan	1	0	0	1
diapit	1	0	0	1
cermat	1	0	0	1
cerish	1	0	0	1
cerdik	1	0	0	1
bemper	1	0	0	1
benhil	1	1	0	2
bentak	1	0	0	1
berjam	1	0	0	1
besarr	1	0	0	1
bestik	1	0	0	1
bestir	1	0	0	1
beuddd	1	0	0	1
beuuuh	1	0	0	1
beyond	1	0	0	1
bhakti	1	0	0	1
biawak	1	0	0	1
bihbul	1	0	0	1
binasa	1	0	0	1
binder	1	0	0	1
bingsu	1	0	0	1
binkom	1	0	0	1
binsar	1	0	0	1
birahi	1	0	0	1
bloody	1	0	0	1
bnaget	1	0	0	1
bodohi	1	0	0	1
bengis	1	0	0	1
bembab	1	0	0	1
bogana	1	0	0	1
bellva	1	0	0	1
bantet	1	0	0	1
bantul	1	0	0	1
banyam	1	0	0	1
barber	1	0	0	1
baring	1	0	0	1
barmil	1	0	0	1
baskso	1	0	0	1
basoan	1	0	0	1
basooo	1	0	0	1
basyid	1	0	0	1
batere	1	1	0	2
battye	1	0	0	1
bbrapa	1	0	0	1
beauty	1	0	0	1
bebeke	1	0	0	1
bedain	1	0	0	1
bekali	1	0	0	1
belaga	1	0	0	1
belaka	1	0	0	1
belgia	1	0	0	1
beliin	1	0	0	1
bodong	1	0	0	1
bohlam	1	0	0	1
cellar	1	0	0	1
busana	1	0	0	1
cacing	1	0	0	1
cakkan	1	0	0	1
called	1	0	0	1
calvin	1	0	0	1
cambuk	1	0	0	1
camera	1	0	1	2
camkan	1	1	0	2
campus	1	0	0	1
canggu	1	0	0	1
cannai	1	0	0	1
canopy	1	0	0	1
capcai	1	0	0	1
capjay	1	0	0	1
caplok	1	0	0	1
capruk	1	0	0	1
carrot	1	0	0	1
casing	1	0	0	1
castor	1	0	0	1
cawang	1	0	0	1
caysim	1	0	0	1
cekkan	1	0	0	1
bustro	1	0	0	1
buntel	1	0	0	1
bonbin	1	0	0	1
bundar	1	0	0	1
bondol	1	0	0	1
boowkk	1	0	0	1
bopeng	1	1	0	2
boring	1	0	0	1
borneo	1	0	0	1
bornga	1	0	0	1
brahim	1	0	0	1
brahma	1	0	0	1
brendi	1	0	0	1
brevet	1	0	0	1
brexit	1	0	0	1
bridal	1	0	0	1
bright	1	0	0	1
brizik	1	0	0	1
broken	1	0	0	1
btcher	1	0	0	1
bucher	1	0	0	1
bucket	1	0	0	1
budged	1	0	0	1
buffee	1	1	0	2
bukber	1	0	0	1
gimanaa	1	0	0	1
memburu	1	0	0	1
terorist	1	0	0	1
terasana	1	0	0	1
telusuri	1	0	0	1
tempanya	1	0	0	1
tempelan	1	0	0	1
tempolan	1	0	0	1
tenteram	1	0	0	1
teoppoki	1	0	0	1
terampil	1	0	0	1
terangan	1	0	0	1
terapung	1	0	1	2
terbagus	1	0	0	1
tunaikan	1	0	0	1
terbarat	1	0	0	1
terbawah	1	0	0	1
terbelah	1	1	0	2
tercecer	1	0	0	1
tercekik	1	0	0	1
tercemar	1	0	0	1
tercetus	1	0	0	1
terciduk	1	0	0	1
terdesak	1	1	0	2
tekankan	1	0	0	1
tegalega	1	1	0	2
tegakkan	1	0	0	1
tauladan	1	0	0	1
sumeragi	1	0	0	1
sundalah	1	0	0	1
sunquick	1	1	0	2
superman	1	0	0	1
surapati	1	0	0	1
surendes	1	0	0	1
susasana	1	0	0	1
sutrisno	1	0	0	1
syekalih	1	0	0	1
syukuran	1	0	0	1
takhayul	1	0	0	1
takigawa	1	0	0	1
tamarind	1	0	0	1
tamarkan	1	0	0	1
tambunan	1	0	0	1
tandeman	1	0	0	1
tangangi	1	0	0	1
tanggapi	1	0	0	1
tasteles	1	0	0	1
terdidik	1	0	0	1
terenyuh	1	0	0	1
terespon	1	0	0	1
teruntuk	1	0	0	1
teruslah	1	1	0	2
tetaplah	1	0	0	1
thankyou	1	0	0	1
thematic	1	0	0	1
thonlong	1	0	0	1
thousand	1	1	0	2
tinggian	1	0	0	1
tokocash	1	0	1	2
tonkotsu	1	0	0	1
toriyaki	1	0	0	1
tortilla	1	0	0	1
treasure	1	0	0	1
trending	1	0	0	1
tresemme	1	0	0	1
tudingan	1	0	0	1
tuliskan	1	0	0	1
tumbenan	1	0	0	1
tumpahan	1	0	0	1
tumpangi	1	0	0	1
teruskan	1	0	0	1
tertukar	1	0	0	1
terfikir	1	0	0	1
tertimpa	1	0	0	1
tergerus	1	0	0	1
tergesek	1	0	0	1
teritung	1	1	0	2
teriyake	1	0	0	1
terkahir	1	0	0	1
terkorup	1	0	0	1
terlezat	1	0	0	1
terlibas	1	0	0	1
termahal	1	0	0	1
termurah	1	0	0	1
terntara	1	0	0	1
terpedas	1	0	0	1
terpegah	1	1	0	2
terpikat	1	0	0	1
terrible	1	0	0	1
tersasar	1	0	0	1
tersulit	1	0	0	1
tersusun	1	0	0	1
tertahan	1	0	0	1
sukatani	1	0	0	1
sukarlan	1	0	0	1
sukarela	1	0	0	1
serawung	1	0	0	1
serengit	1	0	0	1
seribuan	1	0	0	1
serigala	1	0	0	1
sertijab	1	0	0	1
sesapian	1	0	0	1
sesendok	1	0	0	1
sesuapan	1	0	0	1
sesuikan	1	0	0	1
setandar	1	0	0	1
setasiun	1	0	0	1
setealah	1	0	0	1
setinggi	1	0	0	1
setuntas	1	0	0	1
shadaqta	1	0	0	1
shanghai	1	1	0	2
shasilik	1	0	0	1
sheraton	1	0	0	1
showcase	1	0	0	1
sibangke	1	0	0	1
serendah	1	0	0	1
serangga	1	0	0	1
sidogiri	1	0	0	1
serangan	1	0	0	1
selimuti	1	0	0	1
sellular	1	0	0	1
semantap	1	0	0	1
semburan	1	0	0	1
semerbak	1	0	0	1
semuamua	1	0	0	1
sengkuni	1	0	0	1
sensasin	1	0	0	1
sentiasa	1	1	0	2
senyaman	1	0	0	1
seokmkan	1	0	0	1
seonggok	1	0	0	1
sepadang	1	0	0	1
sepageti	1	0	0	1
sepakati	1	0	0	1
sepecial	1	0	0	1
sepintas	1	0	0	1
sepotong	1	0	0	1
seramkan	1	0	0	1
sidartha	1	0	0	1
silahkan	1	0	0	1
sukabumi	1	0	0	1
soemarno	1	0	0	1
soksikan	1	0	0	1
soksokan	1	0	0	1
somebody	1	0	0	1
sosialis	1	0	0	1
spacious	1	0	0	1
sparatis	1	0	0	1
sportify	1	0	0	1
srikandi	1	0	0	1
starback	1	0	0	1
stengkel	1	0	0	1
storberi	1	0	0	1
stratgis	1	0	0	1
strobery	1	0	0	1
strobrry	1	0	0	1
stroller	1	0	0	1
stronjer	1	0	0	1
struktus	1	0	0	1
sudrajad	1	0	0	1
suhendar	1	0	0	1
software	1	0	0	1
sodorkan	1	0	0	1
silandak	1	0	0	1
sociolla	1	0	0	1
silfanus	1	0	0	1
simbolis	1	0	0	1
simpedes	1	0	0	1
singapur	1	1	0	2
singgahi	1	0	0	1
singgung	1	0	0	1
sionalis	1	0	0	1
skaligus	1	0	0	1
skenario	1	0	0	1
skeneder	1	0	0	1
skincare	1	0	0	1
skitaran	1	0	0	1
slightly	1	0	0	1
slurpppp	1	0	0	1
smooties	1	0	0	1
smothies	1	0	0	1
sngatlah	1	0	0	1
snuggles	1	0	0	1
soalnyah	1	0	0	1
tumpukan	1	0	0	1
turunlah	1	0	0	1
selambat	1	0	0	1
bedakan	1	0	0	1
baratan	1	0	0	1
barulah	1	1	1	3
batator	1	0	0	1
batokok	1	0	0	1
battery	1	0	0	1
bawakan	1	0	0	1
bayagor	1	0	0	1
bayarin	1	0	0	1
beberpa	1	0	0	1
bedebah	1	0	0	1
unboxing	1	0	0	1
begawan	1	0	0	1
bekukan	1	0	0	1
belahan	1	1	0	2
belikan	1	0	0	1
beliung	1	0	0	1
belukar	1	0	0	1
bengkak	1	0	0	1
bengkok	1	0	0	1
bentunk	1	0	0	1
baperan	1	0	0	1
banjoer	1	0	0	1
banggai	1	0	0	1
bandunh	1	0	0	1
bachsin	1	0	0	1
bacotan	1	0	0	1
bagikan	1	0	1	2
bagusan	1	0	0	1
bagusdi	1	0	0	1
bagusin	1	0	0	1
baheula	1	0	0	1
baiklah	1	1	0	2
bakuteh	1	0	0	1
balacan	1	0	0	1
balapan	1	0	0	1
balesan	1	0	0	1
balkoni	1	0	0	1
baltika	1	0	0	1
balutan	1	2	0	3
bamsoet	1	0	0	1
bancaan	1	0	0	1
bandeng	1	0	0	1
bandrex	1	0	0	1
beramal	1	0	0	1
beranda	1	0	0	1
berasap	1	0	0	1
berkuda	1	0	0	1
berlogo	1	0	0	1
bermoto	1	0	0	1
bersari	1	0	0	1
bersaus	1	0	0	1
bersisa	1	0	0	1
bertepi	1	0	0	1
besaarr	1	0	0	1
besaran	1	0	0	1
besties	1	0	0	1
besutan	1	0	0	1
beubeuk	1	0	0	1
beuleum	1	0	0	1
bhineka	1	0	0	1
bianchi	1	0	0	1
biasaya	1	0	0	1
bigbang	1	0	0	1
bikinan	1	1	0	2
bimbang	1	0	0	1
bincang	1	1	0	2
berlaga	1	0	0	1
berkala	1	0	0	1
berbaik	1	0	0	1
berkaca	1	0	0	1
berbaju	1	0	0	1
berbatu	1	0	0	1
berbaur	1	0	0	1
berdasi	1	0	0	1
berdaun	1	0	0	1
berdaya	1	1	0	2
berdeda	1	0	0	1
berdemo	1	0	0	1
berduit	1	0	0	1
berduri	1	0	0	1
berebut	1	0	0	1
berenam	1	1	1	3
berenti	1	0	1	2
beresin	1	0	0	1
bergiat	1	0	0	1
bergizi	1	0	0	1
berhawa	1	0	0	1
berilmu	1	0	0	1
berjiwa	1	0	0	1
babinsa	1	0	0	1
awkward	1	0	0	1
atribut	1	1	0	2
workshop	1	0	0	1
yulianto	1	0	0	1
yumiiiii	1	0	0	1
zainudin	1	0	0	1
zimbabwe	1	0	0	1
zulfikri	1	0	0	1
100,000	1	0	0	1
1010128	1	0	0	1
147.500	1	0	0	1
190.000	1	0	0	1
200.000	1	0	0	1
200.001	1	0	0	1
2013824	1	0	0	1
2017111	1	0	0	1
2018010	1	0	0	1
2018091	1	0	0	1
205.000	1	0	0	1
210.000	1	0	0	1
230.351	1	0	0	1
231.000	1	0	0	1
yangasti	1	0	0	1
windface	1	0	0	1
260juta	1	0	0	1
wellcome	1	0	0	1
unilever	1	0	0	1
uninstal	1	0	1	2
uptodate	1	0	0	1
utarakan	1	0	0	1
utilitas	1	0	0	1
uzone.id	1	0	0	1
variasai	1	0	0	1
venustas	1	0	0	1
verified	1	0	0	1
vivalife	1	0	0	1
waiterss	1	0	0	1
wajarlah	1	0	0	1
wajiblah	1	0	0	1
waraskah	1	0	0	1
wariskan	1	0	0	1
warisman	1	0	0	1
wassalam	1	1	0	2
waterbom	1	0	0	1
weeekend	1	0	0	1
2497336	1	0	0	1
350.000	1	0	0	1
ataukah	1	0	0	1
amankan	1	0	0	1
ambient	1	0	0	1
amience	1	0	0	1
aminkan	1	0	0	1
amtenar	1	0	0	1
amunisi	1	0	0	1
anakpun	1	0	0	1
animasi	1	1	0	2
annoyed	1	0	0	1
anthony	1	0	0	1
apintel	1	0	0	1
aplouse	1	0	0	1
arabica	1	1	0	2
arianti	1	0	0	1
arrived	1	0	0	1
artikle	1	0	0	1
artiste	1	0	0	1
asemmya	1	0	0	1
asisten	1	0	2	3
aslilah	1	0	0	1
amasing	1	0	0	1
alpuket	1	0	0	1
500.000	1	0	0	1
alpokat	1	0	0	1
534.665	1	0	0	1
535.000	1	0	0	1
990.000	1	0	0	1
abaikan	1	0	0	1
abalone	1	0	0	1
absolut	1	0	0	1
abstain	1	0	0	1
abstrak	1	0	0	1
ada-ada	1	0	0	1
aebelum	1	0	0	1
agresif	1	0	0	1
airasia	1	0	0	1
ajiibbb	1	0	0	1
akhiran	1	0	0	1
akurasi	1	0	0	1
aldente	1	0	0	1
aliatas	1	0	0	1
alihkan	1	0	0	1
allsize	1	0	0	1
selektif	1	0	0	1
selamati	1	0	0	1
bitcoin	1	0	0	1
mukminat	1	0	0	1
momentum	1	0	0	1
monument	1	0	0	1
monyetin	1	0	0	1
morinaga	1	0	0	1
motorlah	1	0	0	1
mountain	1	0	0	1
mozarela	1	0	0	1
msaputra	1	0	0	1
muamalat	1	0	0	1
mukminin	1	0	0	1
paddling	1	0	0	1
multazam	1	0	0	1
mulyadii	1	0	0	1
muntaber	1	0	0	1
murasman	1	0	0	1
mushalla	1	0	0	1
mushroon	1	0	0	1
musician	1	0	0	1
muslimah	1	0	0	1
muslimat	1	0	0	1
mohammad	1	0	0	1
mocktail	1	0	0	1
mocacino	1	0	0	1
mndapati	1	0	0	1
merendam	1	0	0	1
merengek	1	0	0	1
merenung	1	0	0	1
meresapi	1	0	0	1
mereview	1	0	0	1
merevisi	1	0	0	1
meridhoi	1	0	0	1
mervhant	1	0	0	1
metallic	1	0	0	1
mewadahi	1	0	0	1
meyakini	1	0	0	1
mhasilkn	1	0	0	1
michaela	1	0	0	1
michelle	1	0	0	1
midnight	1	0	0	1
minerale	1	0	0	1
mingguan	1	0	0	1
minumann	1	0	0	1
mitigasi	1	0	0	1
mustahil	1	0	0	1
mutilasi	1	0	0	1
muzayyan	1	0	0	1
nongkong	1	0	0	1
nonsense	1	0	0	1
nopember	1	0	0	1
nungguin	1	0	0	1
nursijan	1	0	0	1
nyalakan	1	0	0	1
nyamping	1	0	0	1
nyinyiri	1	0	0	1
odjolali	1	0	0	1
oligarki	1	1	0	2
omnivora	1	0	0	1
orangtua	1	1	0	2
ordderan	1	0	0	1
oriflame	1	0	0	1
orisinal	1	0	0	1
outboond	1	0	0	1
outbound	1	1	0	2
ovaltine	1	0	0	1
overburn	1	0	0	1
overheat	1	0	0	1
nongrong	1	0	0	1
nongcans	1	0	0	1
namanaya	1	0	0	1
nobatkan	1	0	0	1
nangking	1	0	0	1
nasrudin	1	0	0	1
ngadepin	1	0	0	1
ngagenin	1	0	0	1
ngampung	1	0	0	1
nganggur	1	0	0	1
ngarepin	1	0	0	1
ngatasin	1	0	0	1
ngebacot	1	0	0	1
ngechant	1	0	0	1
ngejudge	1	0	0	1
ngekspor	1	0	0	1
ngeorder	1	0	0	1
ngetrend	1	0	0	1
ngetweet	1	0	0	1
nggilani	1	0	0	1
ngobatin	1	0	0	1
njelimet	1	0	0	1
njingkan	1	0	0	1
merembet	1	0	0	1
meredeem	1	0	0	1
merampok	1	0	0	1
membasmi	1	0	0	1
membotak	1	0	0	1
membulat	1	0	0	1
memegang	1	1	0	2
memftnah	1	0	0	1
memlilih	1	0	0	1
memotong	1	0	0	1
memotret	1	0	0	1
menaburi	1	0	0	1
menacoba	1	0	0	1
menaikan	1	0	0	1
mencalon	1	0	0	1
mencarak	1	0	0	1
mencekik	1	1	0	2
menceret	1	0	0	1
mencibir	1	0	0	1
mendagri	1	0	0	1
mendalam	1	0	0	1
mendekam	1	0	0	1
mendiang	1	0	0	1
membekas	1	1	0	2
membabet	1	0	0	1
menelpon	1	0	1	2
membabat	1	0	0	1
masuklah	1	0	0	1
materiil	1	0	0	1
maualana	1	0	0	1
mcflurry	1	0	0	1
meatball	1	0	0	1
megaplex	1	0	0	1
megatron	1	0	0	1
